Proizvajalec;Model;Gorivo;Moè (km);Menjalnik;Pogon;ABS;Navigacija;Klima;Parkirni senzor
BMW;BMW 325d Sport Line Steptronic;Dizel;218;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 325d Sport Line Steptronic;Dizel;218;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 325d Luxury Line;Dizel;218;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 325d Luxury Line;Dizel;218;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 325d Luxury Line Steptronic;Dizel;218;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 325d Luxury Line Steptronic;Dizel;218;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 325d M Sportpaket;Dizel;218;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 325d M Sportpaket;Dizel;218;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 325d M Sportpaket Steptronic;Dizel;218;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 325d M Sportpaket Steptronic;Dizel;218;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 330d Steptronic;Dizel;258;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 330d Steptronic;Dizel;258;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 330d Modern Line Steptronic;Dizel;258;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 330d Sport Line Steptronic;Dizel;258;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 330d Sport Line Steptronic;Dizel;258;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 330d Luxury Line Steptronic;Dizel;258;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 330d Luxury Line Steptronic;Dizel;258;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 330d M Sportpaket Steptronic;Dizel;258;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 330d M Sportpaket Steptronic;Dizel;258;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 330d BluePerformance Steptronic;Dizel;258;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 330d BluePerformance Modern Line Steptronic;Dizel;258;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 330d BluePerformance Sport Line Steptronic;Dizel;258;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 330d BluePerformance Luxury Line Steptronic;Dizel;258;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 330d BluePerformance M Sportpaket Steptronic;Dizel;258;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 330d xDrive Steptronic;Dizel;258;Avtomatski;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 330d xDrive Steptronic;Dizel;258;Avtomatski;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 330d Modern Line xDrive Steptronic;Dizel;258;Avtomatski;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 330d Sport Line xDrive Steptronic;Dizel;258;Avtomatski;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 330d Sport Line xDrive Steptronic;Dizel;258;Avtomatski;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 330d Luxury Line xDrive Steptronic;Dizel;258;Avtomatski;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 330d Luxury Line xDrive Steptronic;Dizel;258;Avtomatski;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 330d M Sportpaket xDrive Steptronic;Dizel;258;Avtomatski;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 330d M Sportpaket xDrive Steptronic;Dizel;258;Avtomatski;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 330d BluePerformance xDrive Steptronic;Dizel;258;Avtomatski;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 330d BluePerformance Modern Line xDrive Steptronic;Dizel;258;Avtomatski;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 330d BluePerformance Sport Line xDrive Steptronic;Dizel;258;Avtomatski;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 330d BluePerformance Luxury Line xDrive Steptronic;Dizel;258;Avtomatski;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 330d BluePerformance M Sportpaket xDrive Steptronic;Dizel;258;Avtomatski;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 335d xDrive Steptronic;Dizel;313;Avtomatski;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 335d Modern Line xDrive Steptronic;Dizel;313;Avtomatski;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 335d Sport Line xDrive Steptronic;Dizel;313;Avtomatski;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 335d Luxury Line xDrive Steptronic;Dizel;313;Avtomatski;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 335d M Sportpaket xDrive Steptronic;Dizel;313;Avtomatski;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW M3 ;Bencin;431;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW M3 M DKG;Bencin;431;#N/A;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 316i Touring ;Bencin;136;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 316i Touring Steptronic;Bencin;136;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 316i Touring Modern Line;Bencin;136;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 316i Touring Modern Line Steptronic;Bencin;136;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 316i Touring Sport Line;Bencin;136;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 316i Touring Sport Line Steptronic;Bencin;136;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 316i Touring Luxury Line;Bencin;136;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 316i Touring Luxury Line Steptronic;Bencin;136;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 316i Touring M Sportpaket;Bencin;136;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 316i Touring M Sportpaket Steptronic;Bencin;136;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 320i Touring ;Bencin;184;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 320i Touring Steptronic;Bencin;184;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 320i Touring Modern Line;Bencin;184;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 320i Touring Modern Line Steptronic;Bencin;184;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 320i Touring Sport Line;Bencin;184;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 320i Touring Sport Line Steptronic;Bencin;184;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 320i Touring Luxury Line;Bencin;184;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 320i Touring Luxury Line Steptronic;Bencin;184;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 320i Touring M Sportpaket;Bencin;184;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 320i Touring M Sportpaket Steptronic;Bencin;184;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 320i Touring xDrive;Bencin;184;Roèni;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 320i Touring xDrive Steptronic;Bencin;184;Avtomatski;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 320i Touring Modern Line xDrive;Bencin;184;Roèni;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 320i Touring Modern Line xDrive Steptronic;Bencin;184;Avtomatski;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 320i Touring Sport Line xDrive;Bencin;184;Roèni;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 320i Touring Sport Line xDrive Steptronic;Bencin;184;Avtomatski;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 320i Touring Luxury Line xDrive;Bencin;184;Roèni;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 320i Touring Luxury Line xDrive Steptronic;Bencin;184;Avtomatski;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 320i Touring M Sportpaket xDrive;Bencin;184;Roèni;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 320i Touring M Sportpaket xDrive Steptronic;Bencin;184;Avtomatski;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 328i Touring ;Bencin;245;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 328i Touring ;Bencin;245;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 328i Touring Automatic;Bencin;245;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 328i Touring Steptronic;Bencin;245;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 328i Touring Modern Line;Bencin;245;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 328i Touring Modern Line;Bencin;245;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 328i Touring Modern Line Automatic;Bencin;245;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 328i Touring Modern Line Steptronic;Bencin;245;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 328i Touring Sport Line;Bencin;245;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 328i Touring Sport Line;Bencin;245;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 328i Touring Sport Line Automatic;Bencin;245;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 328i Touring Sport Line Steptronic;Bencin;245;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 328i Touring Luxury Line;Bencin;245;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 328i Touring Luxury Line;Bencin;245;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 328i Touring Luxury Line Automatic;Bencin;245;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 328i Touring Luxury Line Steptronic;Bencin;245;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 328i Touring M Sportpaket;Bencin;245;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 328i Touring M Sportpaket;Bencin;245;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 328i Touring M Sportpaket Automatic;Bencin;245;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 328i Touring M Sportpaket Steptronic;Bencin;245;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 328i Touring xDrive;Bencin;245;Roèni;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 328i Touring xDrive Steptronic;Bencin;245;Avtomatski;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 328i Touring Modern Line xDrive;Bencin;245;Roèni;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 328i Touring Modern Line xDrive Steptronic;Bencin;245;Avtomatski;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 328i Touring Sport Line xDrive;Bencin;245;Roèni;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 328i Touring Sport Line xDrive Steptronic;Bencin;245;Avtomatski;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 328i Touring Luxury Line xDrive;Bencin;245;Roèni;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 328i Touring Luxury Line xDrive Steptronic;Bencin;245;Avtomatski;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 328i Touring M Sportpaket xDrive;Bencin;245;Roèni;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 328i Touring M Sportpaket xDrive Steptronic;Bencin;245;Avtomatski;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 335i Touring ;Bencin;306;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 335i Touring ;Bencin;306;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 335i Touring Automatic;Bencin;306;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 335i Touring Steptronic;Bencin;306;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 335i Touring Modern Line;Bencin;306;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 335i Touring Modern Line;Bencin;306;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 335i Touring Modern Line Automatic;Bencin;306;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 335i Touring Modern Line Steptronic;Bencin;306;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 335i Touring Sport Line;Bencin;306;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 335i Touring Sport Line;Bencin;306;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 335i Touring Sport Line Automatic;Bencin;306;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 335i Touring Sport Line Steptronic;Bencin;306;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 335i Touring Luxury Line;Bencin;306;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 335i Touring Luxury Line;Bencin;306;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 335i Touring Luxury Line Automatic;Bencin;306;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 335i Touring Luxury Line Steptronic;Bencin;306;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 335i Touring M Sportpaket;Bencin;306;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 335i Touring M Sportpaket;Bencin;306;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 335i Touring M Sportpaket Automatic;Bencin;306;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 335i Touring M Sportpaket Steptronic;Bencin;306;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 335i Touring xDrive Automatic;Bencin;306;Avtomatski;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 335i Touring xDrive Steptronic;Bencin;306;Avtomatski;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 335i Touring Modern Line xDrive Automatic;Bencin;306;Avtomatski;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 335i Touring Modern Line xDrive Steptronic;Bencin;306;Avtomatski;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 335i Touring Sport Line xDrive Automatic;Bencin;306;Avtomatski;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 335i Touring Sport Line xDrive Steptronic;Bencin;306;Avtomatski;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 335i Touring Luxury Line xDrive Automatic;Bencin;306;Avtomatski;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 335i Touring Luxury Line xDrive Steptronic;Bencin;306;Avtomatski;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 335i Touring M Sportpaket xDrive Automatic;Bencin;306;Avtomatski;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 335i Touring M Sportpaket xDrive Steptronic;Bencin;306;Avtomatski;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 316d Touring ;Dizel;116;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 316d Touring ;Dizel;116;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 316d Touring Steptronic;Dizel;116;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 316d Touring Steptronic;Dizel;116;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 316d Touring Modern Line;Dizel;116;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 316d Touring Modern Line Steptronic;Dizel;116;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 316d Touring Sport Line;Dizel;116;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 316d Touring Sport Line;Dizel;116;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 316d Touring Sport Line Steptronic;Dizel;116;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 316d Touring Sport Line Steptronic;Dizel;116;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 316d Touring Luxury Line;Dizel;116;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 316d Touring Luxury Line;Dizel;116;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 316d Touring Luxury Line Steptronic;Dizel;116;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 316d Touring Luxury Line Steptronic;Dizel;116;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 316d Touring M Sportpaket;Dizel;116;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 316d Touring M Sportpaket;Dizel;116;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 316d Touring M Sportpaket Steptronic;Dizel;116;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 316d Touring M Sportpaket Steptronic;Dizel;116;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318d Touring ;Dizel;143;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318d Touring ;Dizel;143;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318d Touring Steptronic;Dizel;143;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318d Touring Steptronic;Dizel;143;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318d Touring xDrive;Dizel;143;Roèni;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 318d Touring Modern Line;Dizel;143;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318d Touring Modern Line Steptronic;Dizel;143;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318d Touring Modern Line xDrive;Dizel;143;Roèni;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 318d Touring Sport Line;Dizel;143;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318d Touring Sport Line;Dizel;143;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318d Touring Sport Line Steptronic;Dizel;143;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318d Touring Sport Line Steptronic;Dizel;143;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318d Touring Sport Line xDrive;Dizel;143;Roèni;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 318d Touring Luxury Line;Dizel;143;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318d Touring Luxury Line;Dizel;143;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318d Touring Luxury Line Steptronic;Dizel;143;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318d Touring Luxury Line Steptronic;Dizel;143;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318d Touring Luxury Line xDrive;Dizel;143;Roèni;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 318d Touring M Sportpaket;Dizel;143;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318d Touring M Sportpaket;Dizel;143;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318d Touring M Sportpaket Steptronic;Dizel;143;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318d Touring M Sportpaket Steptronic;Dizel;143;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318d Touring M Sportpaket xDrive;Dizel;143;Roèni;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 318d BluePerformance Touring ;Dizel;143;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318d BluePerformance Touring Steptronic;Dizel;143;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318d BluePerformance Touring Modern Line;Dizel;143;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318d BluePerformance Touring Modern Line Steptronic;Dizel;143;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318d BluePerformance Touring Sport Line;Dizel;143;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318d BluePerformance Touring Sport Line Steptronic;Dizel;143;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318d BluePerformance Touring Luxury Line;Dizel;143;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318d BluePerformance Touring Luxury Line Steptronic;Dizel;143;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318d BluePerformance Touring M Sportpaket;Dizel;143;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318d BluePerformance Touring M Sportpaket Steptronic;Dizel;143;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 320d EfficientDynamics Edition Touring ;Dizel;163;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 320d EfficientDynamics Edition Touring ;Dizel;163;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 320d EfficientDynamics Edition Touring Steptronic;Dizel;163;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 320d EfficientDynamics Edition Touring Steptronic;Dizel;163;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 320d EfficientDynamics Edition Touring Modern Line;Dizel;163;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 320d EfficientDynamics Edition Touring Modern Line Steptronic;Dizel;163;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 320d EfficientDynamics Edition Touring Sport Line;Dizel;163;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 320d EfficientDynamics Edition Touring Sport Line;Dizel;163;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 320d EfficientDynamics Edition Touring Sport Line Steptronic;Dizel;163;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 320d EfficientDynamics Edition Touring Sport Line Steptronic;Dizel;163;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 320d EfficientDynamics Edition Touring Luxury Line;Dizel;163;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 320d EfficientDynamics Edition Touring Luxury Line;Dizel;163;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 320d EfficientDynamics Edition Touring Luxury Line Steptronic;Dizel;163;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 320d EfficientDynamics Edition Touring Luxury Line Steptronic;Dizel;163;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 320d EfficientDynamics Ed. BluePerformance Touring ;Dizel;163;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 320d EfficientDynamics Ed. BluePerformance Touring Steptronic;Dizel;163;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 320d EfficientDynamics Ed. BluePerformance Touring Modern Line;Dizel;163;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 320d EfficientDynamics Ed. BluePerformance Touring Modern Line Steptronic;Dizel;163;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 320d EfficientDynamics Ed. BluePerformance Touring Sport Line;Dizel;163;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 320d EfficientDynamics Ed. BluePerformance Touring Sport Line Steptronic;Dizel;163;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 320d EfficientDynamics Ed. BluePerformance Touring Luxury Line;Dizel;163;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 320d EfficientDynamics Ed. BluePerformance Touring Luxury Line Steptronic;Dizel;163;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 320d Touring ;Dizel;184;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 320d Touring ;Dizel;184;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 320d Touring Steptronic;Dizel;184;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 320d Touring Steptronic;Dizel;184;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 320d Touring Modern Line;Dizel;184;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 320d Touring Modern Line Steptronic;Dizel;184;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 320d Touring Sport Line;Dizel;184;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 320d Touring Sport Line;Dizel;184;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 320d Touring Sport Line Steptronic;Dizel;184;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 320d Touring Sport Line Steptronic;Dizel;184;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 320d Touring Luxury Line;Dizel;184;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 320d Touring Luxury Line;Dizel;184;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 320d Touring Luxury Line Steptronic;Dizel;184;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 320d Touring Luxury Line Steptronic;Dizel;184;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
